point,area,type,months,total,monthly
臺中市南屯區春安國民小學附設幼兒園,南屯區,公立,8,36810,4601
臺中市南屯區鎮平國民小學附設幼兒園,南屯區,公立,8,37109,4639
臺中市南屯區黎明國民小學附設幼兒園,南屯區,公立,8,36465,4558
臺中市后里區月眉國民小學附設幼兒園,后里區,公立,8,33899,4237
臺中市后里區泰安國民小學附設幼兒園,后里區,公立,8,36471,4559
臺中市和平區博愛國民小學附設幼兒園,和平區,公立,8,31592,3949
臺中市和平區白冷國民小學附設幼兒園,和平區,公立,8,32837,4105
臺中市和平區立幼兒園,和平區,公立,10,25200,2520
臺中市和平區立幼兒園環山分班,和平區,公立,10,25200,2520
臺中市和平區立幼兒園達觀分班,和平區,公立,10,25200,2520
臺中市和平區立幼兒園雙崎分班,和平區,公立,10,25200,2520
臺中市外埔區外埔國民小學附設幼兒園,外埔區,公立,8,30826,3853
臺中市外埔區安定國民小學附設幼兒園,外埔區,公立,8,35819,4477
臺中市外埔區水美國民小學附設幼兒園,外埔區,公立,8,33959,4245
臺中市外埔區鐵山國民小學附設幼兒園,外埔區,公立,8,33575,4197
臺中市外埔區馬鳴國民小學附設幼兒園,外埔區,公立,8,33575,4197
臺中市大安區大安國民小學附設幼兒園,大安區,公立,8,35635,4454
臺中市大安區永安國民小學附設幼兒園,大安區,公立,8,32936,4117
臺中市大安區海墘國民小學附設幼兒園,大安區,公立,8,34452,4307
臺中市大甲區大甲國民小學附設幼兒園,大甲區,公立,8,36855,4607
臺中市大甲區德化國民小學附設幼兒園,大甲區,公立,8,33257,4157
臺中市大甲區文昌國民小學附設幼兒園,大甲區,公立,8,32800,4100
臺中市大甲區文武國民小學附設幼兒園,大甲區,公立,8,35635,4454
臺中市大甲區華龍國民小學附設幼兒園,大甲區,公立,8,31979,3997
臺中市大甲區西岐國民小學附設幼兒園,大甲區,公立,8,32555,4069
臺中市大甲區順天國民小學附設幼兒園,大甲區,公立,8,32800,4100
臺中市大肚區大忠國民小學附設幼兒園,大肚區,公立,8,36595,4574
臺中市大肚區山陽國民小學附設幼兒園,大肚區,公立,8,35666,4458
臺中市大肚區永順國民小學附設幼兒園,大肚區,公立,8,35435,4429
臺中市大肚區瑞井國民小學附設幼兒園,大肚區,公立,8,36695,4587
臺中市大肚區追分國民小學附設幼兒園,大肚區,公立,8,34412,4302
臺中市大里區健民國民小學附設幼兒園,大里區,公立,8,33883,4235
臺中市大里區內新國民小學附設幼兒園,大里區,公立,8,35895,4487
臺中市大里區大元國民小學附設幼兒園,大里區,公立,8,36205,4526
臺中市大里區大里國民小學附設幼兒園,大里區,公立,8,33706,4213
臺中市大里區崇光國民小學附設幼兒園,大里區,公立,8,36055,4507
臺中市大里區瑞城國民小學附設幼兒園,大里區,公立,8,34475,4309
臺中市大里區立新國民小學附設幼兒園,大里區,公立,8,35301,4413
臺中市大里區美群國民小學附設幼兒園,大里區,公立,8,34675,4334
臺中市大里區草湖國民小學附設幼兒園,大里區,公立,8,35635,4454
臺中市大里非營利幼兒園(委託財團法人台灣兒童暨家庭扶助基金會辦理),大里區,非營利,12,121092,10091
臺中市大雅區三和國民小學附設幼兒園,大雅區,公立,8,34625,4328
臺中市大雅區大明國民小學附設幼兒園,大雅區,公立,8,36675,4584
臺中市大雅區文雅國民小學附設幼兒園,大雅區,公立,8,37255,4657
臺中市大雅區汝鎏國民小學附設幼兒園,大雅區,公立,8,37055,4632
臺中市大雅區陽明國民小學附設幼兒園,大雅區,公立,8,35635,4454
臺中市太平區光隆國民小學附設幼兒園,太平區,公立,8,34475,4309
臺中市太平區坪林國民小學附設幼兒園,太平區,公立,8,35495,4437
臺中市太平區宜欣國民小學附設幼兒園,太平區,公立,8,36095,4512
臺中市太平區新平國民小學附設幼兒園,太平區,公立,8,37661,4708
臺中市太平區車籠埔國民小學附設幼兒園,太平區,公立,8,32946,4118
臺中市太平區長億國民小學附設幼兒園,太平區,公立,8,34675,4334
臺中市太平區頭汴國民小學附設幼兒園,太平區,公立,8,35895,4487
臺中市安和非營利幼兒園(委託財團法人宏觀文教基金會辦理),西屯區,非營利,12,106032,8836
臺中市廍子非營利幼兒園(委託財團法人中臺科技大學設立之中臺科技大學辦理),北屯區,非營利,12,97080,8090
臺中市建平非營利幼兒園(委託社團法人彰化縣全方位教育協會辦理),太平區,非營利,12,107748,8979
臺中市文昌非營利幼兒園(委託財團法人星光教育基金會辦理),北屯區,非營利,12,106032,8836
臺中市新社區協成國民小學附設幼兒園,新社區,公立,8,31138,3892
臺中市新社區大南國民小學附設幼兒園,新社區,公立,8,35180,4398
臺中市新社區崑山國民小學附設幼兒園,新社區,公立,8,33458,4182
臺中市新社區東興國民小學附設幼兒園,新社區,公立,8,31439,3930
臺中市星光教育發展協會附設臺中市私立星光國際幼兒園,神岡區,私立,12,334400,27867
臺中市東勢區中山國民小學附設幼兒園,東勢區,公立,8,34662,4333
臺中市東勢區中科國民小學附設幼兒園,東勢區,公立,8,34867,4358
臺中市東勢區成功國民小學附設幼兒園,東勢區,公立,8,32230,4029
臺中市東勢區新成國民小學附設幼兒園,東勢區,公立,8,34099,4262
臺中市東勢區新盛國民小學附設幼兒園,東勢區,公立,8,34595,4324
臺中市東勢區東勢國民小學附設幼兒園,東勢區,公立,8,34675,4334
臺中市東勢區東新國民小學附設幼兒園,東勢區,公立,8,33271,4159
臺中市東勢區石城國民小學附設幼兒園,東勢區,公立,8,31824,3978
臺中市東勢區石角國民小學附設幼兒園,東勢區,公立,8,35075,4384
臺中市東區力行國民小學附設幼兒園,東區,公立,8,37001,4625
臺中市東區大智國民小學附設幼兒園,東區,公立,8,37247,4656
臺中市東區成功國民小學附設幼兒園,東區,公立,8,36236,4530
臺中市東區樂業國民小學附設幼兒園,東區,公立,8,37010,4626
臺中市東區臺中國民小學附設幼兒園,東區,公立,8,37477,4685
臺中市東區進德國民小學附設幼兒園,東區,公立,8,36146,4518
臺中市東峰非營利幼兒園(委託財團法人宏觀文教基金會辦理),東區,非營利,12,114408,9534
臺中市東英非營利幼兒園(委託財團法人宏觀文教基金會辦理),東區,非營利,12,93888,7824
臺中市梧棲區中正國民小學附設幼兒園,梧棲區,公立,8,35319,4415
臺中市梧棲區中港國民小學附設幼兒園,梧棲區,公立,8,35319,4415
臺中市梧棲區梧棲國民小學附設幼兒園,梧棲區,公立,8,33642,4205
臺中市梧棲區永寧國民小學附設幼兒園,梧棲區,公立,8,34900,4363
臺中市樹德非營利幼兒園(委託財團法人三之三生命教育基金會辦理),南區,非營利,12,111024,9252
臺中市沙鹿區公明國民小學附設幼兒園,沙鹿區,公立,8,33034,4129
臺中市沙鹿區公舘國民小學附設幼兒園,沙鹿區,公立,8,34190,4274
臺中市沙鹿區北勢國民小學附設幼兒園,沙鹿區,公立,8,35453,4432
臺中市沙鹿區沙鹿國民小學附設幼兒園,沙鹿區,公立,8,35083,4385
臺中市沙鹿區竹林國民小學附設幼兒園,沙鹿區,公立,8,35846,4481
臺中市沙鹿區鹿峰國民小學附設幼兒園,沙鹿區,公立,8,35127,4391
臺中市清水區三田國民小學附設幼兒園,清水區,公立,8,31786,3973
臺中市清水區吳厝國民小學附設幼兒園,清水區,公立,8,35750,4469
臺中市清水區大楊國民小學附設幼兒園,清水區,公立,8,35119,4390
臺中市清水區大秀國民小學附設幼兒園,清水區,公立,8,34905,4363
臺中市清水區建國國民小學附設幼兒園,清水區,公立,8,34348,4294
臺中市清水區東山國民小學附設幼兒園,清水區,公立,8,36655,4582
臺中市清水區槺榔國民小學附設幼兒園,清水區,公立,8,35319,4415
臺中市清水區清水國民小學附設幼兒園,清水區,公立,8,36385,4548
臺中市清水區甲南國民小學附設幼兒園,清水區,公立,8,34844,4356
臺中市清水區西寧國民小學附設幼兒園,清水區,公立,8,35377,4422
臺中市溪南非營利幼兒園(委託社團法人彰化縣全方位教育協會辦理),烏日區,非營利,12,103416,8618
臺中市潭子區僑忠國民小學附設幼兒園,潭子區,公立,8,35615,4452
臺中市潭子區新興國民小學附設幼兒園,潭子區,公立,8,37010,4626
臺中市潭子區東寶國民小學附設幼兒園,潭子區,公立,8,33675,4209
臺中市潭子區潭子國民小學附設幼兒園,潭子區,公立,8,35655,4457
臺中市潭子非營利幼兒園(委託社團法人彰化縣全方位教育協會辦理),潭子區,非營利,12,103608,8634
臺中市潭陽非營利幼兒園(委託財團法人宏觀文教基金會辦理),潭子區,非營利,12,113280,9440
臺中市烏日區九德國民小學附設幼兒園,烏日區,公立,8,33314,4164
臺中市烏日區五光國民小學附設幼兒園,烏日區,公立,8,35775,4472
臺中市烏日區僑仁國民小學附設幼兒園,烏日區,公立,8,31786,3973
臺中市烏日區喀哩國民小學附設幼兒園,烏日區,公立,8,35251,4406
臺中市烏日區旭光國民小學附設幼兒園,烏日區,公立,8,37055,4632
臺中市烏日區東園國民小學附設幼兒園,烏日區,公立,8,36395,4549
臺中市烏日區烏日國民小學附設幼兒園,烏日區,公立,8,33931,4241
臺中市石岡區土牛國民小學附設幼兒園,石岡區,公立,8,31290,3911
臺中市石岡區石岡國民小學附設幼兒園,石岡區,公立,8,31090,3886
臺中市神岡區圳堵國民小學附設幼兒園,神岡區,公立,8,32746,4093
臺中市神岡區岸裡國民小學附設幼兒園,神岡區,公立,8,32746,4093
臺中市神岡區社口國民小學附設幼兒園,神岡區,公立,8,34840,4355
臺中市神岡區神岡國民小學附設幼兒園,神岡區,公立,8,34475,4309
臺中市神岡區豐洲國民小學附設幼兒園,神岡區,公立,8,35635,4454
臺中市私立一安堂幼兒園,神岡區,準公共化,12,130996,10916
臺中市私立一德幼兒園,后里區,準公共化,12,121668,10139
臺中市私立一心園幼兒園,東勢區,私立,12,105000,8750
臺中市私立一心幼兒園,神岡區,私立,12,133000,11083
臺中市私立一畝田幼兒園,北屯區,私立,12,158000,13167
臺中市私立三光幼兒園,豐原區,私立,12,141600,11800
臺中市私立三愛幼兒園,豐原區,私立,12,107000,8917
臺中市私立三育幼兒園,烏日區,準公共化,12,100272,8356
臺中市私立世紀奎幼兒園,東區,私立,12,229200,19100
臺中市私立丘尼兒幼兒園,北區,私立,10,125500,12550
臺中市私立丰原格林幼兒園,豐原區,私立,10,161450,16145
臺中市私立丹尼兒幼兒園,大里區,私立,12,165200,13767
臺中市私立乖乖幼兒園,大里區,私立,12,126000,10500
臺中市私立亞士可幼兒園,烏日區,準公共化,12,102916,8576
臺中市私立亞恩蒂幼兒園,豐原區,私立,12,86000,7167
臺中市私立亞特藍幼兒園,豐原區,私立,12,121900,10158
臺中市私立亮亮幼兒園,西屯區,私立,12,125400,10450
臺中市私立人德幼兒園,大甲區,準公共化,12,112924,9410
臺中市私立今日幼兒園,西屯區,私立,12,116000,9667
臺中市私立作新幼兒園,北區,私立,12,106080,8840
臺中市私立佳園幼兒園,大里區,私立,12,88800,7400
臺中市私立佳音幼兒園,神岡區,私立,12,107400,8950
臺中市私立佶米幼兒園,北區,私立,12,159600,13300
臺中市私立來來幼兒園,后里區,私立,12,102000,8500
臺中市私立保貝兒幼兒園,神岡區,私立,12,131500,10958
臺中市私立保進幼兒園,東區,私立,12,110400,9200
臺中市私立傑揚幼兒園,南屯區,私立,12,120000,10000
臺中市私立優勢光譜幼兒園,大雅區,私立,12,106800,8900
臺中市私立優斯特幼兒園,西屯區,私立,12,120400,10033
臺中市私立優生幼兒園,大甲區,準公共化,12,109260,9105
臺中市私立光仁幼兒園,大里區,私立,12,112400,9367
臺中市私立光大幼兒園,大雅區,私立,12,92000,7667
臺中市私立克麗斯玎幼兒園,大雅區,私立,12,132000,11000
臺中市私立兒幼幼兒園,大里區,私立,12,192000,16000
臺中市私立兒童世界幼兒園,太平區,私立,12,135400,11283
臺中市私立兒童花園幼兒園,豐原區,私立,12,161100,13425
臺中市私立全佑幼兒園,太平區,準公共化,12,95428,7952
臺中市私立全方位幼兒園,南屯區,私立,12,162000,13500
臺中市私立冠鈞藝術幼兒園,豐原區,私立,12,213000,17750
臺中市私立劍橋幼兒園,南屯區,私立,12,150000,12500
臺中市私立加州幼兒園,沙鹿區,私立,12,243500,20292
臺中市私立加梭利幼兒園,南區,私立,12,81000,6750
臺中市私立勁寶兒東興幼兒園,南屯區,私立,12,240000,20000
臺中市私立北屯吉貝兒幼兒園,北屯區,準公共化,12,137740,11478
臺中市私立北屯四季藝術幼兒園,北屯區,私立,12,203800,16983
臺中市私立北屯快樂城堡幼兒園,北屯區,私立,12,111588,9299
臺中市私立北屯格瑞特幼兒園,北屯區,私立,12,127200,10600
臺中市私立北屯獅子王幼兒園,北屯區,私立,12,114200,9517
臺中市私立南區哈佛幼兒園,南區,私立,12,110400,9200
臺中市私立南區曼哈頓幼兒園,南區,私立,12,129200,10767
臺中市私立南屯光隆幼兒園,南屯區,私立,12,124700,10392
臺中市私立南屯大千幼兒園,南屯區,私立,12,133500,11125
臺中市私立南屯大千幼兒園永春分班,南屯區,私立,12,150000,12500
臺中市私立南屯經典人文藝術幼兒園,南屯區,私立,12,206600,17217
臺中市私立南屯華興幼兒園,南屯區,準公共化,12,91176,7598
臺中市私立南海幼兒園,大里區,私立,12,120960,10080
臺中市私立博思特幼兒園,南區,私立,12,121500,10125
臺中市私立卡帕幼兒園,西區,私立,12,201120,16760
臺中市私立卡帕立人幼兒園,北區,私立,12,162000,13500
臺中市私立台大幼兒園,西屯區,私立,12,138000,11500
臺中市私立史丹彿幼兒園,北屯區,私立,12,118000,9833
臺中市私立吉兒寶幼兒園,北屯區,私立,12,131100,10925
臺中市私立吉尼兒幼兒園,南屯區,私立,12,139200,11600
臺中市私立吉得福幼兒園,西屯區,準公共化,12,104416,8701
臺中市私立吉瑞福幼兒園,太平區,私立,12,132800,11067
臺中市私立吉的堡達仁幼兒園,南屯區,私立,12,147600,12300
臺中市私立吉立堡幼兒園,北區,私立,12,84000,7000
臺中市私立吉維妮幼兒園,北區,私立,12,154000,12833
臺中市私立吉麗幼兒園,東勢區,準公共化,12,81192,6766
臺中市私立同德幼兒園,北區,私立,12,79200,6600
臺中市私立后里三采幼兒園,后里區,準公共化,12,105012,8751
臺中市私立向陽幼兒園,南屯區,私立,12,108000,9000
臺中市私立和新儷園幼兒園,烏日區,準公共化,12,118476,9873
臺中市私立哈佛幼兒園,太平區,私立,12,116300,9692
臺中市私立哥倫比亞幼兒園,西區,私立,12,186400,15533
臺中市私立唐森幼兒園,后里區,私立,12,70000,5833
臺中市私立唐睿幼兒園,南屯區,準公共化,12,125272,10439
臺中市私立善文經典幼兒園,太平區,準公共化,12,137652,11471
臺中市私立善美真娃得福幼兒園,梧棲區,私立,12,137000,11417
臺中市私立善美真幼兒園,西屯區,私立,12,178000,14833
臺中市私立善言經典幼兒園,太平區,準公共化,12,136296,11358
臺中市私立喜悅兒幼兒園,大里區,私立,12,120000,10000
臺中市私立喬治亞幼兒園,大里區,私立,12,127560,10630
臺中市私立嘉仁幼兒園,龍井區,準公共化,12,124656,10388
臺中市私立四季藝術幼兒園,南屯區,私立,12,203800,16983
臺中市私立國郁幼兒園,西區,私立,12,150000,12500
臺中市私立圓明傳幼兒園,西屯區,私立,12,102600,8550
臺中市私立地球村幼兒園,東區,準公共化,12,127736,10645
臺中市私立培德幼兒園,西屯區,私立,12,144000,12000
臺中市私立培育幼兒園,龍井區,私立,12,115200,9600
臺中市私立培英幼兒園,大肚區,私立,12,157200,13100
臺中市私立夏卡爾幼兒園,北屯區,私立,12,132000,11000
臺中市私立夏山維尼幼兒園,西屯區,私立,12,157484,13124
臺中市私立夏洛特幼兒園,梧棲區,私立,12,199600,16633
臺中市私立夏綠第幼兒園,豐原區,私立,12,242400,20200
臺中市私立多倫多幼兒園,大里區,私立,12,154400,12867
臺中市私立大中幼兒園,大里區,私立,12,154440,12870
臺中市私立大中科幼兒園,大雅區,私立,12,82400,6867
臺中市私立大吉幼兒園,北屯區,私立,12,138000,11500
臺中市私立大地幼兒園,南屯區,私立,12,123500,10292
臺中市私立大大幼兒園,大雅區,準公共化,12,120984,10082
臺中市私立大弘幼兒園,西屯區,準公共化,12,109440,9120
臺中市私立大愛幼兒園,大里區,私立,12,179200,14933
臺中市私立大森林幼兒園,大雅區,私立,12,109100,9092
臺中市私立大甲何嘉仁幼兒園,大甲區,私立,12,148840,12403
臺中市私立大甲愛兒堡幼兒園,大甲區,準公共化,12,107796,8983
臺中市私立大統領幼兒園,大雅區,私立,12,80000,6667
臺中市私立大自然幼兒園,大甲區,私立,12,137400,11450
臺中市私立大蘋果幼兒園,西區,私立,12,147000,12250
臺中市私立大袋鼠幼兒園,太平區,私立,12,114000,9500
臺中市私立大豐幼兒園,潭子區,私立,12,130860,10905
臺中市私立大都會幼兒園,西屯區,私立,12,222000,18500
臺中市私立大都會福和幼兒園,西屯區,私立,12,222000,18500
臺中市私立大都會逢甲幼兒園,西屯區,私立,12,222000,18500
臺中市私立大里優斯特幼兒園,大里區,私立,12,120000,10000
臺中市私立大里光明幼兒園,大里區,私立,12,162000,13500
臺中市私立大里好兒美幼兒園,大里區,私立,12,157000,13083
臺中市私立大里弘明幼兒園,大里區,私立,10,111994,11199
臺中市私立大里東昇幼兒園,大里區,私立,12,93400,7783
臺中市私立大里陽光幼兒園,大里區,私立,12,153600,12800
臺中市私立大雅安徒生幼兒園,大雅區,私立,12,93200,7767
臺中市私立大雅怡安幼兒園,大雅區,私立,12,180000,15000
臺中市私立大雅曼哈頓幼兒園,大雅區,私立,12,121500,10125
臺中市私立大雅格瑞特幼兒園,大雅區,私立,12,115100,9592
臺中市私立大雅維多莉雅幼兒園,大雅區,私立,12,92400,7700
臺中市私立天堂鳥幼兒園,北屯區,準公共化,12,192000,16000
臺中市私立天擎幼兒園,東區,私立,12,215400,17950
臺中市私立天津幼兒園,北區,私立,12,117600,9800
臺中市私立天祥幼兒園,大肚區,私立,12,131200,10933
臺中市私立太和幼兒園,北屯區,私立,12,195600,16300
臺中市私立太平光隆幼兒園,太平區,準公共化,12,106944,8912
臺中市私立太平好兒美幼兒園,太平區,私立,12,143400,11950
臺中市私立太平彩虹屋幼兒園,太平區,私立,12,102000,8500
臺中市私立太平華興幼兒園,太平區,準公共化,12,94200,7850
臺中市私立奇妙玩得福幼兒園,大里區,私立,12,296400,24700
臺中市私立奇美幼兒園,豐原區,準公共化,12,122564,10214
臺中市私立奧克蘭幼兒園,北區,私立,12,210000,17500
臺中市私立如果幼兒園,西屯區,私立,12,127500,10625
臺中市私立威爾森幼兒園,南屯區,私立,12,157600,13133
臺中市私立娃娃國幼兒園,龍井區,私立,12,96000,8000
臺中市私立娃得福幼兒園,北屯區,私立,12,227000,18917
臺中市私立子曰幼兒園,西屯區,私立,12,224400,18700
臺中市私立孟昇幼兒園,潭子區,準公共化,12,104664,8722
臺中市私立孩子國幼兒園,潭子區,私立,12,141200,11767
臺中市私立孩子國蒙特梭利幼兒園,西區,私立,12,156000,13000
臺中市私立學兒樂幼兒園,北區,準公共化,12,151500,12625
臺中市私立學士堡幼兒園,太平區,準公共化,12,112716,9393
臺中市私立安吉兒幼兒園,西屯區,私立,12,112000,9333
臺中市私立安君兒幼兒園,北區,私立,12,140300,11692
臺中市私立安安幼兒園,北區,準公共化,12,110712,9226
臺中市私立安徒生幼兒園,南屯區,私立,12,112800,9400
臺中市私立安心幼兒園,大甲區,私立,12,247224,20602
臺中市私立安欣幼兒園,大雅區,私立,12,112800,9400
臺中市私立宏典幼兒園,烏日區,私立,12,144000,12000
臺中市私立宜欣幼兒園,太平區,私立,12,122000,10167
臺中市私立宸光幼兒園,后里區,私立,12,102000,8500
臺中市私立容幼幼兒園,清水區,私立,12,65200,5433
臺中市私立寶樹幼兒園,南區,私立,12,127500,10625
臺中市私立寶比幼兒園,大里區,準公共化,12,132684,11057
臺中市私立寶貝熊幼兒園,太平區,私立,12,93560,7797
臺中市私立寶貝袋鼠幼兒園,北區,私立,12,111800,9317
臺中市私立小博士幼兒園,太平區,私立,12,122000,10167
臺中市私立小叮噹幼兒園,西屯區,準公共化,12,122792,10233
臺中市私立小哈佛幼兒園,大甲區,私立,12,107000,8917
臺中市私立小天才幼兒園,潭子區,私立,12,106200,8850
臺中市私立小太陽幼兒園,龍井區,準公共化,12,90992,7583
臺中市私立小孩的家幼兒園,北區,私立,10,138500,13850
臺中市私立小宥宥幼兒園,太平區,準公共化,12,95724,7977
臺中市私立小巨匠幼兒園,北屯區,私立,12,178780,14898
臺中市私立小幼優幼兒園,后里區,準公共化,12,101036,8420
臺中市私立小河馬幼兒園,南屯區,私立,12,176580,14715
臺中市私立小熊多元智慧幼兒園,西屯區,準公共化,12,204000,17000
臺中市私立小熊森林幼兒園,西屯區,私立,12,102000,8500
臺中市私立小羚羊幼兒園,北區,私立,12,113500,9458
臺中市私立小蝸牛幼兒園,西屯區,私立,12,185500,15458
臺中市私立小豆芽幼兒園,南屯區,私立,12,129200,10767
臺中市私立小貝貝興華幼兒園,潭子區,私立,12,114600,9550
臺中市私立小飛鼠幼兒園,北屯區,私立,12,137600,11467
臺中市私立小鳥幼兒園,西區,私立,12,274400,22867
臺中市私立尚恩北勢幼兒園,沙鹿區,準公共化,12,118304,9859
臺中市私立尚恩幼兒園,沙鹿區,準公共化,12,117356,9780
臺中市私立尤加利幼兒園,北區,準公共化,12,141000,11750
臺中市私立尤麗卡幼兒園,太平區,準公共化,12,120276,10023
臺中市私立尼荳人文幼兒園,南屯區,私立,12,169600,14133
臺中市私立山育幼兒園,南區,準公共化,12,111240,9270
臺中市私立崇德愛子幼兒園,北屯區,私立,12,198000,16500
臺中市私立巧兒幼兒園,豐原區,準公共化,12,94568,7881
臺中市私立巧雅幼兒園,神岡區,私立,12,98800,8233
臺中市私立巨元幼兒園,南屯區,準公共化,12,145920,12160
臺中市私立巴比倫幼兒園,北區,私立,12,148704,12392
臺中市私立布拉格幼兒園,南區,準公共化,12,133716,11143
臺中市私立常愛幼兒園,大里區,私立,12,132000,11000
臺中市私立常春藤幼兒園,東區,準公共化,12,111696,9308
臺中市私立幼任幼兒園,神岡區,私立,12,103800,8650
臺中市私立幼寶幼兒園,豐原區,準公共化,12,86772,7231
臺中市私立幼欣幼兒園,石岡區,準公共化,12,92380,7698
臺中市私立幼采幼兒園,西區,私立,12,148000,12333
臺中市私立康乃兒幼兒園,南區,私立,12,160000,13333
臺中市私立康爾嘉幼兒園,西屯區,私立,12,150204,12517
臺中市私立康爾藝術幼兒園,霧峰區,私立,12,117200,9767
臺中市私立弘明幼兒園,南區,私立,12,132000,11000
臺中市私立彩森林幼兒園,太平區,準公共化,12,113892,9491
臺中市私立彼得堡幼兒園,后里區,私立,12,94400,7867
臺中市私立德明幼兒園,西區,準公共化,12,103692,8641
臺中市私立德蕾莎幼兒園,東區,私立,12,148600,12383
臺中市私立心心幼兒園,南區,私立,12,127500,10625
臺中市私立快樂兒童幼兒園,南屯區,私立,12,219240,18270
臺中市私立快樂斑比幼兒園,南屯區,私立,12,107100,8925
臺中市私立快樂童年幼兒園,烏日區,準公共化,12,120384,10032
臺中市私立怡安幼兒園,大雅區,私立,12,123600,10300
臺中市私立恐龍幼兒園,大里區,準公共化,12,111768,9314
臺中市私立悅心幼兒園,北屯區,私立,12,111600,9300
臺中市私立惠來熊國際蒙特梭利幼兒園,南屯區,私立,12,238000,19833
臺中市私立愛丁寶幼兒園,太平區,準公共化,12,107364,8947
臺中市私立愛伯特幼兒園,豐原區,私立,12,141000,11750
臺中市私立愛兒園幼兒園,北屯區,準公共化,12,140400,11700
臺中市私立愛力美幼兒園,大甲區,準公共化,12,119556,9963
臺中市私立愛因斯坦幼兒園,霧峰區,準公共化,12,116028,9669
臺中市私立愛子幼兒園,北屯區,私立,10,114100,11410
臺中市私立愛德堡幼兒園,西屯區,私立,12,141200,11767
臺中市私立愛德華幼兒園,大肚區,準公共化,12,109620,9135
臺中市私立愛恩堡幼兒園,潭子區,準公共化,12,101048,8421
臺中市私立愛林幼兒園,南區,私立,12,116800,9733
臺中市私立愛森倫幼兒園,烏日區,私立,12,122000,10167
臺中市私立愛笛兒幼兒園,豐原區,準公共化,12,133736,11145
臺中市私立愛苗幼兒園,新社區,私立,12,114000,9500
臺中市私立愛迪克幼兒園,霧峰區,準公共化,12,94644,7887
臺中市私立愛迪生幼兒園,西區,私立,12,119600,9967
臺中市私立愛門幼兒園,太平區,私立,12,122000,10167
臺中市私立愛門幼兒園中平分班,太平區,準公共化,12,150708,12559
臺中市私立慈祐園幼兒園,太平區,準公共化,12,165000,13750
臺中市私立慈興幼兒園,梧棲區,私立,12,98400,8200
臺中市私立慈英幼兒園,西屯區,私立,12,131600,10967
臺中市私立慧幼幼兒園,大里區,私立,12,101900,8492
