point,area,type,months,total,monthly
新竹縣私立康寧自然幼兒園,竹東鎮,私立,12,209200,17433
新竹縣私立康德幼兒園,竹北市,私立,12,374400,31200
新竹縣私立康橋幼兒園,竹北市,私立,12,196000,16333
新竹縣私立張三豐幼兒園,湖口鄉,私立,12,178400,14867
新竹縣私立張逸幼兒園,湖口鄉,私立,12,180000,15000
新竹縣私立張逸文幼兒園,新豐鄉,私立,12,178400,14867
新竹縣私立張遇幼兒園,湖口鄉,私立,12,204000,17000
新竹縣私立愛丁堡幼兒園,新豐鄉,私立,12,246000,20500
新竹縣私立愛兒堡幼兒園,橫山鄉,私立,12,94000,7833
新竹縣私立愛加倍幼兒園,關西鎮,準公共化,12,136668,11389
新竹縣私立愛林實驗幼兒園,竹北市,私立,12,228000,19000
新竹縣私立愛默生幼兒園,竹北市,私立,12,300000,25000
新竹縣私立慈暉幼兒園,竹北市,私立,10,198000,19800
新竹縣私立承山幼兒園,竹北市,私立,12,293600,24467
新竹縣私立故事島幼兒園,湖口鄉,私立,12,135000,11250
新竹縣私立文華幼兒園,竹東鎮,準公共化,12,99708,8309
新竹縣私立新向幼兒園,新豐鄉,私立,12,89000,7417
新竹縣私立新欣幼兒園,北埔鄉,準公共化,12,139532,11628
新竹縣私立日光城堡幼兒園,竹北市,私立,12,264736,22061
新竹縣私立明明幼兒園,湖口鄉,準公共化,12,118516,9876
新竹縣私立星苗國際幼兒園,竹北市,私立,12,314400,26200
新竹縣私立杜威幼兒園,竹北市,私立,12,230000,19167
新竹縣私立檸檬樹幼兒園,新埔鎮,私立,12,303200,25267
新竹縣私立歡樂堡幼兒園,竹東鎮,私立,12,259200,21600
新竹縣私立民族幼兒園,竹東鎮,私立,12,78000,6500
新竹縣私立民生幼兒園,湖口鄉,準公共化,12,103136,8595
新竹縣私立沛恩實驗幼兒園,竹北市,私立,10,258000,25800
新竹縣私立湖口鄉示範幼兒園（新竹縣湖口鄉公所委託新竹縣私立佳佳幼兒園辦理）,湖口鄉,私立,12,136800,11400
新竹縣私立源興幼兒園,新埔鎮,準公共化,12,124935,10411
新竹縣私立源興貝多芬幼兒園,竹北市,私立,12,164000,13667
新竹縣私立溫馨園幼兒園,竹東鎮,私立,12,155000,12917
新竹縣私立理想圓幼兒園,竹北市,私立,10,245000,24500
新竹縣私立田園幼兒園,竹東鎮,私立,12,146400,12200
新竹縣私立田恬幼兒園,竹北市,私立,12,104400,8700
新竹縣私立盧森堡幼兒園,湖口鄉,私立,12,155000,12917
新竹縣私立祐昇幼兒園,新埔鎮,私立,12,128000,10667
新竹縣私立祥安幼兒園,竹北市,準公共化,12,161600,13467
新竹縣私立禾麗幼兒園,竹北市,私立,12,245400,20450
新竹縣私立立人幼兒園,關西鎮,準公共化,12,86978,7248
新竹縣私立童園幼兒園,竹北市,私立,12,239200,19933
新竹縣私立童語幼兒園,竹北市,私立,12,267600,22300
新竹縣私立竹科蔓幼兒園,竹北市,私立,12,217600,18133
新竹縣私立米澤幼兒園,竹北市,私立,12,306000,25500
新竹縣私立米羅幼兒園,竹北市,私立,12,264000,22000
新竹縣私立精英幼兒園,湖口鄉,準公共化,12,126388,10532
新竹縣私立紐約幼兒園,竹北市,私立,12,194000,16167
新竹縣私立綠菓藝術幼兒園,竹北市,私立,12,326000,27167
新竹縣私立維育幼兒園,竹北市,私立,12,310400,25867
新竹縣私立美德幼兒園,新豐鄉,私立,12,192000,16000
新竹縣私立聖安朵幼兒園,竹北市,私立,10,198000,19800
新竹縣私立興盛幼兒園,新埔鎮,私立,12,139000,11583
新竹縣私立芮蒂幼兒園,新埔鎮,準公共化,12,194368,16197
新竹縣私立英格蘭幼兒園,湖口鄉,私立,12,120000,10000
新竹縣私立莎士比亞幼兒園,新豐鄉,私立,12,192000,16000
新竹縣私立華聖頓幼兒園,竹北市,私立,12,219200,18267
新竹縣私立萌寶貝國際幼兒園,竹北市,私立,12,250000,20833
新竹縣私立萬人幼兒園,竹北市,準公共化,12,144480,12040
新竹縣私立薇妮幼兒園,竹北市,私立,10,173100,17310
新竹縣私立薇恩幼兒園,竹北市,私立,10,176120,17612
新竹縣私立薇格幼兒園,竹北市,私立,10,170120,17012
新竹縣私立薇楓幼兒園,竹北市,私立,10,159250,15925
新竹縣私立親愛幼兒園,新埔鎮,準公共化,12,139512,11626
新竹縣私立貝爾實驗幼兒園,新埔鎮,準公共化,12,133932,11161
新竹縣私立迎希幼兒園,竹北市,私立,12,192000,16000
新竹縣私立道禾幼兒園,竹東鎮,私立,12,291200,24267
新竹縣私立道禾親民幼兒園,竹北市,私立,12,372000,31000
新竹縣私立郭淑惠幼兒園,竹北市,準公共化,12,135348,11279
新竹縣私立金格幼兒園,竹北市,準公共化,12,263280,21940
新竹縣私立關高幼兒園,關西鎮,準公共化,12,110280,9190
新竹縣私立雨果國際幼兒園,竹東鎮,私立,12,208600,17383
新竹縣私立露德幼兒園,竹北市,私立,12,157600,13133
新竹縣竹東非營利幼兒園(委託社團法人新竹縣遠見多元教育發展協會辦理),竹東鎮,非營利,12,102312,8526
新竹縣聚集德非營利幼兒園(社團法人臺灣琉璃光幼兒教育協會申請辦理),新豐鄉,非營利,12,127836,10653
新竹縣馬里光部落互助教保服務中心（財團法人至善社會福利基金會辦理）,尖石鄉,私立,12,29200,2433
財團法人信誼基金會附設新竹縣私立工研幼兒園,竹東鎮,私立,8,183700,22963
財團法人台灣省天主教會新竹教區附設新竹縣私立二重幼兒園,竹東鎮,私立,12,155800,12983
財團法人台灣省天主教會新竹教區附設新竹縣私立德蘭幼兒園,竹北市,私立,10,153000,15300
財團法人台灣省天主教會新竹教區附設新竹縣私立方濟幼兒園,尖石鄉,私立,10,65000,6500
財團法人天主教耶穌肋傷女修會附設新竹縣私立孝愛幼兒園,芎林鄉,私立,12,135800,11317
財團法人天主教耶穌肋傷女修會附設新竹縣私立育光幼兒園,橫山鄉,私立,12,111600,9300
財團法人新竹縣天主教耶穌聖心烏蘇拉傳教修女會附設新竹縣私立博愛幼兒園,湖口鄉,私立,11,127600,11600
財團法人至陽教育基金會附設新竹縣私立照海幼兒園,新埔鎮,私立,12,232000,19333
