point,area,type,months,total,monthly
新北市私立茁壯園中和幼兒園,中和區,私立,12,199780,16648
新北市私立茁壯園幼兒園,土城區,私立,12,199780,16648
新北市私立茁壯園板橋幼兒園,板橋區,私立,12,172000,14333
新北市私立茱莉亞園幼兒園,三重區,私立,12,135500,11292
新北市私立荳荳幼兒園,永和區,準公共化,12,193500,16125
新北市私立莒光幼兒園,板橋區,私立,10,112500,11250
新北市私立莘莘幼兒園,新店區,私立,12,114792,9566
新北市私立菁英幼兒園,淡水區,私立,12,111600,9300
新北市私立菩提幼兒園,板橋區,準公共化,12,138348,11529
新北市私立華人幼兒園,中和區,私立,10,157666,15767
新北市私立華兒園精緻幼兒園,三重區,私立,12,114000,9500
新北市私立華德幼兒園,土城區,私立,12,103000,8583
新北市私立華慶幼兒園,汐止區,私立,12,123600,10300
新北市私立華登幼兒園,中和區,私立,11,156100,14191
新北市私立華盛頓幼兒園,五股區,私立,10,116200,11620
新北市私立華納幼兒園,三重區,私立,12,123960,10330
新北市私立華興幼兒園,汐止區,準公共化,12,115136,9595
新北市私立華菂幼兒園,泰山區,私立,12,116000,9667
新北市私立華邇街幼兒園,林口區,私立,12,119000,9917
新北市私立華邇街美善幼兒園,林口區,私立,12,153200,12767
新北市私立菲力中興幼兒園,新店區,私立,12,192480,16040
新北市私立菲力幼兒園,新店區,私立,12,192480,16040
新北市私立菲力復興幼兒園,新店區,私立,12,206040,17170
新北市私立菲米力幼兒園,五股區,私立,12,120000,10000
新北市私立萊恩得幼兒園,淡水區,準公共化,12,165600,13800
新北市私立萬甲田幼兒園,淡水區,私立,12,164600,13717
新北市私立萬美幼兒園,林口區,私立,12,143600,11967
新北市私立萬美憶月幼兒園,林口區,私立,10,256006,25601
新北市私立葳瑪藝術幼兒園,樹林區,私立,12,153000,12750
新北市私立葳肯幼兒園,板橋區,準公共化,12,102856,8571
新北市私立蓮育幼兒園,新莊區,私立,12,95000,7917
新北市私立薇吉妮亞幼兒園,板橋區,私立,12,90000,7500
新北市私立薇妮幼兒園,五股區,私立,12,150000,12500
新北市私立藍天幼兒園,板橋區,私立,12,148840,12403
新北市私立藍天永和幼兒園,永和區,私立,12,183000,15250
新北市私立藤井樹幼兒園,三重區,私立,12,66000,5500
新北市私立蘆幼幼兒園,蘆洲區,準公共化,12,112956,9413
新北市私立蘆洲來來幼兒園,蘆洲區,私立,12,178710,14893
新北市私立蘆洲北大幼兒園,蘆洲區,私立,12,160000,13333
新北市私立蘆洲星辰幼兒園,蘆洲區,私立,12,113200,9433
新北市私立蘇格拉底幼兒園,板橋區,私立,12,206000,17167
新北市私立蘋果樹仁政幼兒園,三重區,私立,12,160800,13400
新北市私立蘋果苑幼兒園,淡水區,私立,12,143700,11975
新北市私立裕德幼兒園,土城區,私立,12,157200,13100
新北市私立裕德藝術幼兒園,土城區,私立,12,157200,13100
新北市私立裕民幼兒園,土城區,私立,10,116500,11650
新北市私立西雅圖幼兒園,蘆洲區,私立,10,144100,14410
新北市私立親親幼兒園,永和區,準公共化,12,139452,11621
新北市私立親親袋鼠幼兒園,新莊區,準公共化,12,113280,9440
新北市私立詠樂幼兒園,土城區,私立,12,99600,8300
新北市私立諾亞幼兒園,板橋區,私立,12,146900,12242
新北市私立謙禧幼兒園,中和區,私立,12,134000,11167
新北市私立象寶園幼兒園,三重區,私立,12,154200,12850
新北市私立貝吉堡幼兒園,中和區,私立,12,116000,9667
新北市私立超級小太陽幼兒園,新莊區,私立,10,81072,8107
新北市私立超群幼兒園,汐止區,私立,12,144600,12050
新北市私立辰修幼兒園,中和區,私立,12,120000,10000
新北市私立迪仕尼幼兒園,中和區,私立,12,120000,10000
新北市私立迪爾幼兒園,土城區,私立,12,100800,8400
新北市私立迴龍幼兒園,樹林區,準公共化,12,138000,11500
新北市私立通泉草幼兒園,新店區,私立,10,149200,14920
新北市私立連城幼兒園,中和區,私立,12,182000,15167
新北市私立逸德幼兒園,中和區,私立,10,98100,9810
新北市私立道安幼兒園,板橋區,準公共化,12,119760,9980
新北市私立道欣幼兒園,新店區,私立,12,131600,10967
新北市私立遠東幼兒園,板橋區,準公共化,12,137800,11483
新北市私立邦仁幼兒園,三重區,私立,12,112600,9383
新北市私立邦喬妮幼兒園,三重區,私立,12,126200,10517
新北市私立邦妮幼兒園,蘆洲區,私立,12,100400,8367
新北市私立邱吉爾幼兒園,八里區,私立,12,66400,5533
新北市私立重愛幼兒園,三重區,準公共化,12,139200,11600
新北市私立重新幼兒園,三重區,私立,12,196410,16368
新北市私立野聲幼兒園,永和區,私立,12,148200,12350
新北市私立金城幼兒園,土城區,私立,10,88000,8800
新北市私立金幼聲幼兒園,瑞芳區,準公共化,12,101556,8463
新北市私立金祥慈幼兒園,三峽區,私立,12,108000,9000
新北市私立鑫立群幼兒園,樹林區,私立,12,129600,10800
新北市私立長興幼兒園,蘆洲區,私立,12,257000,21417
新北市私立長青幼兒園,鶯歌區,準公共化,12,144000,12000
新北市私立長頸鹿吉凱幼兒園,三重區,私立,12,237120,19760
新北市私立陽光天使幼兒園,新店區,私立,12,147600,12300
新北市私立陽光幼兒園,八里區,私立,12,120400,10033
新北市私立雅德賽思幼兒園,永和區,私立,12,182600,15217
新北市私立雅格幼兒園,新店區,私立,12,128000,10667
新北市私立雅森幼兒園,板橋區,私立,12,147200,12267
新北市私立雅立福幼兒園,樹林區,私立,12,92000,7667
新北市私立集賢幼兒園,蘆洲區,私立,12,183200,15267
新北市私立雙和巨星幼兒園,中和區,私立,12,96900,8075
新北市私立雙成幼兒園,板橋區,準公共化,12,127980,10665
新北市私立雨果幼兒園,淡水區,私立,12,151200,12600
新北市私立雨農幼兒園,板橋區,私立,12,191610,15968
新北市私立青園幼兒園,新莊區,私立,10,149500,14950
新北市私立青子園幼兒園,八里區,私立,12,120000,10000
新北市私立青山幼兒園,汐止區,私立,12,181500,15125
新北市私立青樺幼兒園,泰山區,私立,12,125840,10487
新北市私立靜立幼兒園,板橋區,準公共化,12,135400,11283
新北市私立頂埔幼兒園,土城區,私立,12,105600,8800
新北市私立馨園幼兒園,蘆洲區,私立,12,178400,14867
新北市私立高登幼兒園,土城區,私立,12,150400,12533
新北市私立鴻園幼兒園,板橋區,準公共化,12,140876,11740
新北市私立鶯歌芝麻村幼兒園,鶯歌區,私立,12,148480,12373
新北市私立鹿兒堡幼兒園,板橋區,私立,12,84000,7000
新北市私立鼎群幼兒園,三重區,私立,12,146600,12217
新北市積穗非營利幼兒園(委託財團法人三之三生命教育基金會辦理),中和區,非營利,12,99840,8320
新北市立三和國民中學附設幼兒園,三重區,公立,8,33550,4194
新北市立三峽國民中學附設幼兒園,三峽區,公立,8,33550,4194
新北市立三峽幼兒園,三峽區,公立,8,33350,4169
新北市立三峽幼兒園中興分班,三峽區,公立,8,33350,4169
新北市立三峽幼兒園龍埔分班,三峽區,公立,8,33350,4169
新北市立三芝幼兒園,三芝區,公立,8,33350,4169
新北市立三芝幼兒園福成分班,三芝區,公立,8,33350,4169
新北市立三重幼兒園,三重區,公立,8,33350,4169
新北市立三重幼兒園厚德分班,三重區,公立,8,33350,4169
新北市立三重幼兒園崇德分班,三重區,公立,8,33350,4169
新北市立三重高級中學附設幼兒園,三重區,公立,8,33550,4194
新北市立中和國民中學附設幼兒園,中和區,公立,8,33550,4194
新北市立中和幼兒園,中和區,公立,8,33350,4169
新北市立中和幼兒園慈光分班,中和區,公立,8,33350,4169
新北市立中和幼兒園碧湖分班,中和區,公立,8,33350,4169
新北市立中和幼兒園秀山分班,中和區,公立,8,33350,4169
新北市立中和幼兒園飛駝分班,中和區,公立,8,33350,4169
新北市立二重國民中學附設幼兒園,三重區,公立,8,33550,4194
新北市立五峰國民中學附設幼兒園,新店區,公立,8,33550,4194
新北市立五股幼兒園,五股區,公立,8,33350,4169
新北市立五股幼兒園德音分班,五股區,公立,8,33350,4169
新北市立五股幼兒園成州分班,五股區,公立,8,33350,4169
新北市立五股幼兒園更新分班,五股區,公立,8,33350,4169
新北市立五股幼兒園水碓分班,五股區,公立,8,33350,4169
新北市立五股幼兒園陸一分班,五股區,公立,8,33350,4169
新北市立光榮國民中學附設幼兒園,三重區,公立,8,33550,4194
新北市立八里幼兒園,八里區,公立,8,33350,4169
新北市立八里幼兒園大埤頂分班,八里區,公立,8,33350,4169
新北市立八里幼兒園龍源分班,八里區,公立,8,33350,4169
新北市立土城國民中學附設幼兒園,土城區,公立,8,33550,4194
新北市立土城幼兒園,土城區,公立,8,33350,4169
新北市立土城幼兒園大頂埔分班,土城區,公立,8,33350,4169
新北市立土城幼兒園清水分班,土城區,公立,8,33350,4169
新北市立坪林幼兒園,坪林區,公立,8,33350,4169
新北市立安康高級中學附設幼兒園,新店區,公立,8,33550,4194
新北市立安溪國民中學附設幼兒園,三峽區,公立,8,33550,4194
新北市立尖山國民中學附設幼兒園,鶯歌區,公立,8,33550,4194
新北市立崇林國民中學附設幼兒園,林口區,公立,8,33550,4194
新北市立忠孝國民中學附設幼兒園,板橋區,公立,8,33550,4194
新北市立忠山實驗小學附設幼兒園,淡水區,公立,8,33550,4194
新北市立新埔國民中學附設幼兒園,板橋區,公立,8,33550,4194
新北市立新店幼兒園,新店區,公立,8,33350,4169
新北市立新店幼兒園和平分班,新店區,公立,8,33350,4169
新北市立新店幼兒園新店分班,新店區,公立,8,33350,4169
新北市立新店幼兒園雙城分班,新店區,公立,8,33350,4169
新北市立新泰國民中學附設幼兒園,新莊區,公立,8,33550,4194
新北市立新莊幼兒園,新莊區,公立,8,33350,4169
新北市立新莊幼兒園三合分班,新莊區,公立,8,33350,4169
新北市立新莊幼兒園中心分班,新莊區,公立,8,33350,4169
新北市立明志國民中學附設幼兒園,三重區,公立,8,33550,4194
新北市立板橋幼兒園,板橋區,公立,8,33350,4169
新北市立板橋幼兒園公館分班,板橋區,公立,8,33350,4169
新北市立板橋幼兒園和平分班,板橋區,公立,8,33350,4169
新北市立板橋幼兒園新民分班,板橋區,公立,8,33350,4169
新北市立林口幼兒園,林口區,公立,8,33350,4169
新北市立林口幼兒園忠孝分班,林口區,公立,8,33350,4169
新北市立林口幼兒園湖北分班,林口區,公立,8,33350,4169
新北市立柑園國民中學附設幼兒園,樹林區,公立,8,33550,4194
新北市立樹林幼兒園,樹林區,公立,8,33350,4169
新北市立樹林幼兒園圳安分班,樹林區,公立,8,33350,4169
新北市立樹林幼兒園山佳分班,樹林區,公立,8,33350,4169
新北市立樹林幼兒園彭厝分班,樹林區,公立,8,33350,4169
新北市立永和幼兒園,永和區,公立,8,33350,4169
新北市立永和幼兒園保生分班,永和區,公立,8,33350,4169
新北市立永和幼兒園博愛分班,永和區,公立,8,33350,4169
新北市立永和幼兒園大同分班,永和區,公立,8,33350,4169
新北市立永和幼兒園忠孝分班,永和區,公立,8,33350,4169
新北市立永和幼兒園民生分班,永和區,公立,8,33350,4169
新北市立永和幼兒園福和分班,永和區,公立,8,33350,4169
新北市立江翠國民中學附設幼兒園,板橋區,公立,8,33550,4194
新北市立泰山國民中學附設幼兒園,泰山區,公立,8,33550,4194
新北市立泰山幼兒園,泰山區,公立,8,33350,4169
新北市立泰山幼兒園明志分班,泰山區,公立,8,33350,4169
新北市立泰山幼兒園貴和分班,泰山區,公立,8,33350,4169
新北市立淡水國民中學附設幼兒園,淡水區,公立,8,33550,4194
新北市立淡水幼兒園,淡水區,公立,8,33350,4169
新北市立淡水幼兒園福德分班,淡水區,公立,8,33350,4169
新北市立淡水幼兒園竹圍分班,淡水區,公立,8,33350,4169
新北市立深坑國民中學附設幼兒園,深坑區,公立,8,33550,4194
新北市立深坑幼兒園,深坑區,公立,8,33350,4169
新北市立深坑幼兒園土庫分班,深坑區,公立,8,33350,4169
新北市立溪崑國民中學附設幼兒園,板橋區,公立,8,33550,4194
新北市立漳和國民中學附設幼兒園,中和區,公立,8,33550,4194
新北市立烏來國民中小學附設幼兒園,烏來區,公立,8,33550,4194
新北市立烏來幼兒園,烏來區,公立,8,26350,3294
新北市立瑞芳國民中學附設幼兒園,瑞芳區,公立,8,33550,4194
新北市立瑞芳幼兒園,瑞芳區,公立,8,29844,3731
新北市立瑞芳幼兒園爪峰分班,瑞芳區,公立,8,29844,3731
新北市立碧華國民中學附設幼兒園,三重區,公立,8,33350,4169
新北市立福和國民中學附設幼兒園,永和區,公立,8,33550,4194
新北市立自強國民中學附設幼兒園,中和區,公立,8,33550,4194
新北市立萬里幼兒園,萬里區,公立,8,31400,3925
新北市立蘆洲國民中學附設幼兒園,蘆洲區,公立,8,33550,4194
新北市立蘆洲幼兒園,蘆洲區,公立,8,33350,4169
新北市立重慶國民中學附設幼兒園,板橋區,公立,8,33550,4194
新北市立金山幼兒園,金山區,公立,8,31750,3969
新北市立金山幼兒園中正中華分班,金山區,公立,8,31750,3969
新北市立青山國民中小學附設幼兒園,汐止區,公立,8,33550,4194
新北市立頭前國民中學附設幼兒園,新莊區,公立,8,33550,4194
新北市立鳳鳴國民中學附設幼兒園,鶯歌區,公立,8,33550,4194
新北市立鶯歌國民中學附設幼兒園,鶯歌區,公立,8,33550,4194
新北市立鶯歌幼兒園,鶯歌區,公立,8,33350,4169
新北市菁湖非營利幼兒園(委託財團法人三之三生命教育基金會辦理),林口區,非營利,12,99264,8272
新北市萬里區大坪國民小學附設幼兒園,萬里區,公立,8,33550,4194
新北市萬里區大鵬國民小學附設幼兒園,萬里區,公立,8,33550,4194
新北市萬里區萬里國民小學附設幼兒園,萬里區,公立,8,33550,4194
新北市萬里區野柳國民小學附設幼兒園,萬里區,公立,8,33550,4194
新北市蘆洲區仁愛國民小學附設幼兒園,蘆洲區,公立,8,33550,4194
新北市蘆洲區忠義國民小學附設幼兒園,蘆洲區,公立,8,33550,4194
新北市蘆洲區成功國民小學附設幼兒園,蘆洲區,公立,8,33550,4194
新北市蘆洲區蘆洲國民小學附設幼兒園,蘆洲區,公立,8,33550,4194
新北市蘆洲區鷺江國民小學附設幼兒園,蘆洲區,公立,8,33550,4194
新北市貢寮區和美國民小學附設幼兒園,貢寮區,公立,8,33550,4194
新北市貢寮區澳底國民小學附設幼兒園,貢寮區,公立,8,33550,4194
新北市貢寮區福隆國民小學附設幼兒園,貢寮區,公立,8,33550,4194
新北市貢寮區貢寮國民小學附設幼兒園,貢寮區,公立,8,33550,4194
新北市貢寮區貢寮國民小學附設幼兒園龍門分班,貢寮區,公立,8,33550,4194
新北市金山區三和國民小學附設幼兒園,金山區,公立,8,33550,4194
新北市金山區中角國民小學附設幼兒園,金山區,公立,8,33550,4194
新北市金山區金山國民小學附設幼兒園,金山區,公立,8,33550,4194
新北市金山區金美國民小學附設幼兒園,金山區,公立,8,33550,4194
新北市雙溪區上林國民小學附設幼兒園,雙溪區,公立,8,33550,4194
新北市雙溪區牡丹國民小學附設幼兒園,雙溪區,公立,8,33550,4194
新北市雙溪區雙溪國民小學附設幼兒園,雙溪區,公立,8,33550,4194
新北市鶯歌區中湖國民小學附設幼兒園,鶯歌區,公立,8,33550,4194
新北市鶯歌區二橋國民小學附設幼兒園,鶯歌區,公立,8,33550,4194
新北市鶯歌區建國國民小學附設幼兒園,鶯歌區,公立,8,33550,4194
新北市鶯歌區永吉國民小學附設幼兒園,鶯歌區,公立,8,33550,4194
新北市鶯歌區鳳鳴國民小學附設幼兒園,鶯歌區,公立,8,33550,4194
新北市鶯歌區鶯歌國民小學附設幼兒園,鶯歌區,公立,8,33550,4194
新北市龍埔成長非營利幼兒園(委託財團法人成長文教基金會辦理),三峽區,非營利,12,112020,9335
社團法人中華音樂舞蹈暨表演藝術教育協會附設新北市私立北大非營利幼兒園(新北市政府委託辦理),三峽區,非營利,12,80508,6709
社團法人新竹市教保人員協會附設新北市私立新莊聯合幼兒園,新莊區,私立,12,168000,14000
翰科教育股份有限公司附設新北市私立林口夏恩國際幼兒園,林口區,私立,12,318000,26500
育才學校財團法人新北市私立育才國民小學附設幼兒園,永和區,私立,12,148200,12350
財團法人三之三生命教育基金會附設新北市私立昌平非營利幼兒園(新北市政府委託辦理),新莊區,非營利,12,83076,6923
財團法人中華民國佛教慈濟慈善事業基金會附設新北市私立臺北大愛幼兒園,新店區,私立,12,150000,12500
財團法人台北基督教女青年會附設新北市私立員工實驗幼兒園（新北市政府委託辦理）,板橋區,私立,12,161760,13480
財團法人台北市中華基督教青年會附設新北市私立板新幼兒園,板橋區,私立,12,186000,15500
財團法人天主教光仁文教基金會附設新北市私立三芝幼兒園,三芝區,私立,12,114000,9500
財團法人天主教新北市私立育新幼兒園,新店區,私立,12,181600,15133
財團法人天主教會台北教區附設新北市私立恆毅幼兒園,新莊區,私立,10,107900,10790
財團法人天主教會台北教區附設新北市私立母心幼兒園,三重區,私立,10,118500,11850
財團法人天主教會台北教區附設新北市私立聖言幼兒園,樹林區,私立,10,125000,12500
財團法人天主教會台北教區附設新北市私立鳴遠幼兒園,新莊區,私立,10,112400,11240
財團法人天主教會臺北教區附設新北市私立玫瑰幼兒園,中和區,私立,10,98000,9800
財團法人天主教瑪利亞方濟各傳教女修會附設新北市私立曉明幼兒園,泰山區,私立,10,116100,11610
財團法人天主教聖母聖心會附設新北市私立天仁幼兒園,金山區,準公共化,12,109488,9124
財團法人彭婉如文教基金會附設新北市私立鷺江非營利幼兒園(新北市政府委託辦理),蘆洲區,非營利,12,90636,7553
財團法人新北市大觀書社附設新北市私立大觀幼兒園,板橋區,私立,10,80700,8070
財團法人新北市樹林基督長老教會附設新北市私立牧人幼兒園,樹林區,私立,10,120000,12000
財團法人新北市私立一信幼兒園,淡水區,私立,10,123700,12370
財團法人新北市私立及人國民小學附設新北市私立幼兒園,永和區,私立,10,124716,12472
財團法人新北市私立張方大慈善事業基金會附設新北市私立士箱幼兒園,樹林區,私立,12,135600,11300
財團法人新北市私立竹林國民小學附設幼兒園,永和區,私立,10,154000,15400
財團法人新北市私立竹林高級中學附設新北市私立竹林幼兒園,中和區,私立,12,163400,13617
財團法人新北市私立聖心國民小學附設新北市私立善牧園幼兒園,八里區,私立,10,89350,8935
財團法人耕莘健康管理專科學校附設新北市私立實驗幼兒園,新店區,私立,12,126000,10500
財團法人臺灣省天主教道明傳教修女會附設新北市私立道明幼兒園,泰山區,準公共化,12,124080,10340
財團法人華山愛德教育基金會附設新北市私立林口愛德幼兒園,林口區,私立,10,219914,21991
輔仁大學學校財團法人輔仁大學附設新北市私立幼兒園,新莊區,私立,8,104000,13000
陽光森林文教股份有限公司臺北縣分公司附設新北市私立陽光小子幼兒園,板橋區,私立,12,168600,14050
馬偕學校財團法人馬偕醫護管理專科學校附設新北市私立馬偕示範幼兒園,三芝區,私立,12,158500,13208
龍騰文化事業股份有限公司附設新北市私立林口康橋國際幼兒園,林口區,私立,12,306000,25500
