point,area,type,months,total,monthly
新北市私立培英幼兒園,新店區,準公共化,12,104232,8686
新北市私立培賢幼兒園,永和區,私立,12,178380,14865
新北市私立塏地安幼兒園,新莊區,準公共化,12,150000,12500
新北市私立夏恩昌隆幼兒園,新莊區,私立,12,207600,17300
新北市私立夏恩雙響幼兒園,板橋區,私立,12,211668,17639
新北市私立夏綠蒂幼兒園,三重區,私立,12,166000,13833
新北市私立多比幼兒園,蘆洲區,私立,12,170000,14167
新北市私立大世紀幼兒園,新莊區,私立,12,195806,16317
新北市私立大全幼兒園,三重區,私立,12,148800,12400
新北市私立大同幼兒園,板橋區,私立,12,139000,11583
新北市私立大安幼兒園,板橋區,私立,12,90000,7500
新北市私立大崁璽恩幼兒園,八里區,私立,12,86400,7200
新北市私立大恩幼兒園,板橋區,準公共化,12,128724,10727
新北市私立大愛幼兒園,汐止區,私立,12,128400,10700
新北市私立大業幼兒園,板橋區,準公共化,12,142000,11833
新北市私立大自然幼兒園,板橋區,私立,10,173000,17300
新北市私立大鵬幼兒園,萬里區,準公共化,12,113400,9450
新北市私立大鵬鳥幼兒園,新莊區,私立,12,116000,9667
新北市私立天心幼兒園,萬里區,準公共化,12,88680,7390
新北市私立天愛幼兒園,板橋區,私立,12,145380,12115
新北市私立天翔幼兒園,土城區,私立,12,140100,11675
新北市私立天藍幼兒園,板橋區,私立,12,116000,9667
新北市私立天鵝園幼兒園,三重區,私立,12,73980,6165
新北市私立太平洋幼兒園,新店區,私立,12,139400,11617
新北市私立太陽花幼兒園,新莊區,私立,12,129600,10800
新北市私立奇士華幼兒園,土城區,準公共化,12,99880,8323
新北市私立奇異鳥幼兒園,新莊區,私立,12,282000,23500
新北市私立奇異鳥米蘭幼兒園,樹林區,私立,12,282000,23500
新北市私立奇異鳥蘆洲幼兒園,蘆洲區,私立,12,282000,23500
新北市私立奧林匹克幼兒園,中和區,準公共化,12,144000,12000
新北市私立奧爾仕幼兒園,永和區,私立,12,198000,16500
新北市私立好好幼兒園,新店區,私立,12,142000,11833
新北市私立妙博士幼兒園,新莊區,私立,12,138000,11500
新北市私立威妮斯特堡幼兒園,三重區,私立,12,121200,10100
新北市私立威爾斯幼兒園,五股區,私立,10,137900,13790
新北市私立威頓皇家幼兒園,汐止區,私立,12,141600,11800
新北市私立娃娃國幼兒園,三峽區,私立,12,192000,16000
新北市私立子禕天地幼兒園,三重區,準公共化,12,180960,15080
新北市私立學仕幼兒園,三重區,私立,12,258000,21500
新北市私立學華幼兒園,五股區,私立,12,92400,7700
新北市私立學詮幼兒園,鶯歌區,準公共化,12,117396,9783
新北市私立安佳幼兒園,土城區,私立,10,105000,10500
