point,area,type,months,total,monthly
臺東縣私立向日葵幼兒園,臺東市,私立,12,116000,9667
臺東縣私立多多璐幼兒園,臺東市,私立,12,135600,11300
臺東縣私立東佳幼兒園,臺東市,準公共化,12,115164,9597
臺東縣私立牧笛幼兒園,臺東市,準公共化,12,137016,11418
臺東縣私立獅子王幼兒園,臺東市,私立,12,311600,25967
臺東縣私立福田幼兒園,臺東市,準公共化,12,112048,9337
臺東縣私立蒙特梭利幼兒園,臺東市,準公共化,12,105792,8816
臺東縣私立蒲公英幼兒園,臺東市,準公共化,12,117000,9750
臺東縣私立蒲公英種子幼兒園,臺東市,私立,12,142800,11900
臺東縣私立青荳芽幼兒園,臺東市,準公共化,12,105804,8817
臺東縣私立高瞻幼兒園,臺東市,私立,12,135600,11300
臺東縣私立鴻德幼兒園,關山鎮,私立,12,88400,7367
臺東縣綠島鄉綠島國民小學附設幼兒園,綠島鄉,公立,8,32311,4039
臺東縣臺東市建和國民小學附設幼兒園,臺東市,公立,8,32270,4034
臺東縣臺東市立幼兒園,臺東市,公立,10,34200,3420
臺東縣蘭嶼部落互助教保服務中心（財團法人基督教蘭恩文教基金會辦理）,蘭嶼鄉,私立,12,43000,3583
臺東縣蘭嶼鄉東清國民小學附設幼兒園,蘭嶼鄉,公立,8,29545,3693
臺東縣達仁鄉安朔國民小學附設幼兒園,達仁鄉,公立,8,30315,3789
臺東縣達仁鄉安朔國民小學附設幼兒園新化分班,達仁鄉,公立,8,30315,3789
臺東縣達仁鄉立幼兒園,達仁鄉,公立,10,24000,2400
臺東縣金峰鄉新興國民小學附設幼兒園,金峰鄉,公立,8,32270,4034
臺東縣金峰鄉立幼兒園,金峰鄉,公立,8,20960,2620
臺東縣金峰鄉賓茂國民小學附設幼兒園,金峰鄉,公立,8,30470,3809
臺東縣長濱鄉三間國民小學附設幼兒園,長濱鄉,公立,8,30270,3784
臺東縣長濱鄉寧埔國民小學附設幼兒園,長濱鄉,公立,8,31370,3921
臺東縣長濱鄉樟原國民小學附設幼兒園,長濱鄉,公立,8,31470,3934
臺東縣長濱鄉竹湖國民小學附設幼兒園,長濱鄉,公立,8,31270,3909
臺東縣長濱鄉長濱國民小學附設幼兒園,長濱鄉,公立,8,32370,4046
臺東縣關山鎮德高國民小學附設幼兒園,關山鎮,公立,8,30070,3759
臺東縣關山鎮月眉國民小學附設幼兒園,關山鎮,公立,8,32235,4029
臺東縣關山鎮立幼兒園,關山鎮,公立,10,28100,2810
臺東縣關山鎮關山國民小學附設幼兒園,關山鎮,公立,8,32315,4039
臺東縣關山鎮電光國民小學附設幼兒園,關山鎮,公立,8,29865,3733
臺東縣鹿野鄉永安國民小學附設幼兒園,鹿野鄉,公立,8,26415,3302
臺東縣鹿野鄉瑞源國民小學附設幼兒園,鹿野鄉,公立,8,28615,3577
臺東縣鹿野鄉瑞豐國民小學附設幼兒園,鹿野鄉,公立,8,33235,4154
臺東縣鹿野鄉立幼兒園,鹿野鄉,公立,10,26760,2676
臺東縣鹿野鄉龍田國民小學附設幼兒園,鹿野鄉,公立,8,27390,3424
財團法人天主教會花蓮教區附設臺東縣私立天仁幼兒園,臺東市,私立,8,102000,12750
財團法人天主教會花蓮教區附設臺東縣私立天真幼兒園,臺東市,私立,12,96000,8000
